,visitor_id,visitor_location,marketing_channel,gender,product_views_Mon,product_views_Tue,product_views_Wed,product_views_Thu,product_views_Fri,avg_rating_Mon,avg_rating_Tue,avg_rating_Wed,avg_rating_Thu,avg_rating_Fri,avg_price_Mon,avg_price_Tue,avg_price_Wed,avg_price_Thu,avg_price_Fri,time_on_site_Mon,time_on_site_Tue,time_on_site_Wed,time_on_site_Thu,time_on_site_Fri,pages_visited_Mon,pages_visited_Tue,pages_visited_Wed,pages_visited_Thu,pages_visited_Fri,converted_Fri
1572,1573,North America,youtube,M,5,0,2,4,0,3.88,2.6,3.27,2.56,1.62,25.53,44.25,69.9,45.34,73.88,60,43,28,57,25,5,1,7,2,2,0
1573,1574,North America,instagram,M,5,5,1,3,5,2.65,4.26,1.31,3.65,2.64,43.43,56.93,26.03,47.17,70.72,29,52,59,51,25,3,2,2,4,1,0
1574,1575,North America,youtube,M,0,4,5,0,0,1.3,2.66,3.26,2.72,1.61,28.07,29.23,45.98,50.5,62.59,34,29,32,59,51,5,5,7,1,5,0
1575,1576,North America,organic,M,2,3,5,5,0,1.35,2.49,3.39,4.63,4.2,72.57,47.92,28.11,76.32,71.87,20,27,30,27,51,5,7,3,1,7,0
1576,1577,Europe,organic,M,3,5,1,6,0,1.5,3.12,4.94,1.85,4.87,67.05,48.75,22.78,98.64,41.45,30,25,59,23,58,5,4,3,2,7,0
1577,1578,Asia,facebook,M,3,0,8,2,5,3.98,2.86,4.79,3.7,1.79,50.39,54.72,38.06,72.19,60.51,37,35,33,20,23,6,3,4,4,1,0
1578,1579,North America,google,F,0,0,0,3,1,2.33,3.03,3.12,2.91,2.48,68.36,89.27,42.21,33.3,47.29,43,58,58,56,35,1,3,2,6,6,0
1579,1580,North America,organic,M,4,4,0,3,0,4.68,1.88,3.09,4.53,3.13,60.67,34.38,70.23,56.34,60.73,38,60,53,26,33,4,6,7,4,5,0
1580,1581,Australia,facebook,F,2,2,0,0,4,1.7,3.2,1.17,1.83,2.46,46.68,26.77,52.44,70.78,73.31,44,50,60,25,60,4,4,6,6,5,0
1581,1582,Asia,youtube,F,5,2,1,0,5,1.07,3.56,1.84,2.16,2.92,68.47,90.03,26.29,30.7,88.55,21,58,47,45,46,3,4,7,4,4,1
1582,1583,South America,google,M,5,5,6,0,4,4.94,4.18,4.79,2.35,3.88,65.33,47.99,41.32,62.5,79.21,22,55,42,60,37,6,2,7,4,1,0
1583,1584,Asia,google,M,5,1,3,5,5,2.06,3.81,1.8,1.63,4.36,43.97,63.62,88.26,54.03,23.05,38,27,54,36,47,2,1,5,2,4,1
1584,1585,Asia,organic,F,2,1,9,0,0,3.3,3.48,4.61,3.53,2.03,75.17,47.84,29.74,58.56,78.98,56,46,49,25,36,5,3,6,1,2,0
1585,1586,Europe,instagram,M,0,0,6,2,0,4.73,4.67,3.0,4.88,1.7,24.64,69.57,25.19,92.91,53.71,48,24,50,59,27,7,2,1,3,6,0
1586,1587,Asia,google,M,0,2,3,5,0,2.72,4.81,4.66,3.44,2.47,21.78,66.72,53.4,78.46,48.63,36,56,42,57,22,1,3,2,2,1,0
1587,1588,North America,google,F,0,2,0,4,3,3.36,2.57,1.01,2.73,3.72,93.91,39.42,28.21,55.05,29.64,23,47,49,42,22,2,2,5,6,1,0
1588,1589,North America,organic,F,5,5,0,0,0,1.49,2.29,1.87,2.45,3.45,37.08,36.13,54.97,35.65,85.03,22,29,34,36,39,1,2,7,2,7,0
1589,1590,South America,instagram,F,3,0,9,0,0,4.45,3.18,2.42,4.25,1.73,73.02,90.44,31.07,89.11,94.64,45,35,43,26,55,6,2,4,2,6,0
1590,1591,South America,youtube,M,3,2,0,0,1,3.23,2.4,1.27,3.32,1.63,65.2,99.42,89.56,47.69,99.42,50,24,43,42,26,4,3,5,2,4,0
1591,1592,North America,google,F,0,0,0,0,1,3.23,1.4,4.38,2.63,3.98,71.19,39.82,31.67,99.86,23.39,30,34,52,48,29,7,3,1,7,7,0
1592,1593,Europe,facebook,M,3,3,4,0,2,3.89,4.58,3.17,4.5,3.84,89.72,55.87,24.35,75.56,28.31,30,51,58,37,34,5,3,1,7,6,0
1593,1594,Asia,facebook,F,2,0,1,0,2,3.4,3.94,4.63,4.94,2.24,61.67,68.44,28.83,96.83,30.52,35,35,34,23,45,5,6,6,3,5,0
1594,1595,Europe,facebook,M,0,0,3,0,0,4.43,4.43,3.61,1.45,1.39,29.72,27.78,29.82,68.24,45.63,48,28,26,58,55,6,2,5,2,6,0
1595,1596,South America,youtube,M,1,4,0,4,3,4.81,3.43,3.99,1.09,3.15,62.98,59.45,27.3,59.66,89.31,43,39,41,49,37,6,2,1,3,7,0
1596,1597,North America,youtube,M,2,3,2,5,2,3.23,1.96,2.75,1.06,1.58,27.62,60.4,31.15,95.6,20.49,38,35,53,38,47,6,7,5,1,4,1
1597,1598,South America,organic,M,4,2,3,5,5,2.82,4.31,2.39,3.66,2.94,95.15,68.71,25.91,40.63,91.38,21,35,52,29,44,1,2,4,1,1,1
1598,1599,North America,instagram,M,0,5,1,-2,5,3.42,4.81,1.91,1.83,3.46,94.18,64.89,38.46,74.96,74.51,58,30,50,42,58,5,6,4,1,1,1
1599,1600,Australia,organic,M,3,2,0,1,0,1.64,1.58,4.03,4.4,1.76,39.59,63.03,26.77,74.33,88.82,22,50,25,20,25,7,4,7,1,7,0
1600,1601,South America,facebook,M,5,3,1,0,5,4.09,4.29,2.79,1.43,1.4,27.53,57.13,87.37,27.22,33.25,53,45,56,23,20,7,5,1,4,3,1
1601,1602,South America,google,F,1,1,0,2,1,3.15,4.76,1.87,4.85,4.8,68.92,82.74,57.26,96.35,59.76,24,37,56,33,46,3,3,3,2,2,0
1602,1603,Europe,google,F,5,5,0,7,2,2.91,2.54,2.68,4.84,1.03,43.05,96.93,68.01,25.3,85.59,44,27,29,36,30,2,2,6,3,2,0
1603,1604,Europe,facebook,F,0,0,7,0,4,4.57,1.08,3.46,5.0,3.07,50.14,93.54,43.3,94.48,38.89,23,51,30,37,53,7,2,6,7,7,0
1604,1605,South America,organic,F,2,2,8,2,1,2.63,4.83,3.29,4.2,2.62,95.43,31.89,80.29,72.59,78.19,60,45,26,24,36,3,4,3,3,7,0
1605,1606,Europe,instagram,M,2,4,3,4,5,1.66,4.67,2.14,3.2,1.74,82.46,68.41,37.52,87.34,31.51,38,41,47,59,53,1,6,4,3,7,1
1606,1607,Asia,instagram,M,5,3,2,0,0,3.21,2.9,1.51,2.5,2.67,23.43,85.35,46.29,75.04,79.43,42,57,39,57,26,7,6,1,4,5,0
1607,1608,North America,google,M,3,1,4,0,0,4.37,2.6,4.03,2.55,1.89,79.62,96.81,63.28,91.25,50.24,35,20,25,54,28,4,2,5,4,6,0
1608,1609,Europe,google,M,2,4,5,0,3,3.77,2.03,4.72,2.38,3.64,98.26,90.64,89.3,37.34,22.64,26,56,20,37,51,5,4,5,6,7,0
1609,1610,Europe,instagram,F,4,5,0,0,1,2.79,4.63,2.55,2.38,2.06,68.87,74.54,71.45,76.27,42.44,23,55,53,47,51,4,4,7,2,1,0
1610,1611,North America,youtube,F,1,1,3,0,4,4.85,2.48,1.19,4.74,3.84,68.71,48.65,49.72,78.53,51.45,40,34,38,56,57,6,6,6,1,4,0
1611,1612,Australia,youtube,M,1,3,1,1,0,2.63,2.94,4.03,2.07,1.07,96.33,49.14,60.87,51.22,81.19,28,37,40,37,23,7,6,2,4,3,0
1612,1613,Europe,google,F,2,1,5,5,1,3.53,4.34,2.33,2.83,3.96,20.85,35.0,68.42,78.77,70.52,56,42,36,56,59,5,4,6,4,3,1
1613,1614,North America,instagram,M,0,2,2,3,0,2.16,2.33,3.73,3.8,3.41,45.37,74.03,44.76,59.65,78.32,23,58,23,48,57,1,7,2,4,7,0
1614,1615,Asia,google,F,0,0,4,0,2,3.45,4.96,3.22,4.96,1.68,49.88,46.84,53.21,52.61,97.47,22,23,53,30,53,7,7,5,6,2,0
1615,1616,Australia,instagram,F,5,0,5,5,1,3.27,4.64,4.66,2.3,2.24,56.63,53.33,77.76,64.52,85.62,55,51,51,37,44,7,4,2,5,2,1
1616,1617,South America,youtube,M,3,3,0,4,1,2.57,4.12,4.38,3.83,2.29,51.14,24.27,93.24,98.19,40.93,21,41,26,50,24,5,6,5,3,5,0
1617,1618,Asia,youtube,M,1,4,1,7,6,3.09,3.73,3.12,1.71,2.49,37.42,27.14,75.74,69.72,60.0,58,54,26,44,35,6,7,2,6,5,0
1618,1619,Asia,youtube,M,3,3,0,8,8,1.94,1.81,1.75,4.31,1.48,31.78,50.73,59.47,60.98,78.17,39,32,47,55,34,7,2,1,7,1,0
1619,1620,Europe,youtube,F,0,2,5,4,3,2.67,2.1,3.91,4.29,2.76,91.86,38.69,81.26,86.6,58.91,49,29,26,43,42,6,4,1,4,5,0
1620,1621,South America,facebook,M,2,1,0,0,7,2.37,2.08,4.45,2.2,2.25,60.8,93.66,25.12,53.38,54.95,53,37,58,45,28,6,2,3,1,7,0
1621,1622,Asia,facebook,M,4,4,0,5,3,4.22,2.79,1.52,4.29,2.69,89.4,85.17,89.03,35.16,27.37,22,21,26,59,36,5,6,7,2,7,1
1622,1623,Europe,youtube,M,5,3,0,4,2,1.88,2.56,2.46,3.99,4.65,35.14,70.75,79.67,34.66,34.69,29,28,22,42,43,3,7,4,2,3,0
1623,1624,North America,instagram,F,5,2,4,4,3,4.73,1.83,4.49,4.54,1.63,24.49,21.86,95.6,99.89,57.17,36,41,37,41,44,6,4,3,2,1,0
1624,1625,North America,instagram,M,3,1,6,2,1,4.34,1.53,1.24,4.85,4.67,36.56,44.09,70.57,99.4,67.26,59,28,22,47,36,2,4,5,7,6,0
1625,1626,Europe,organic,F,4,0,1,5,1,1.55,1.71,4.19,2.67,3.59,27.11,76.45,34.47,36.46,86.46,59,49,24,33,41,6,2,1,7,4,0
1626,1627,Europe,facebook,M,5,0,3,0,0,3.89,2.09,4.98,2.01,2.6,44.67,75.26,28.03,73.52,93.03,31,54,56,31,54,5,2,7,6,6,0
1627,1628,Europe,google,M,3,2,0,0,8,3.43,2.18,2.67,1.93,3.11,81.44,60.91,57.16,56.4,68.99,24,20,36,39,28,7,2,6,2,7,0
1628,1629,North America,organic,M,4,0,5,0,3,1.54,3.61,1.27,3.78,1.46,73.48,22.11,55.76,37.12,42.52,39,20,55,53,50,1,2,4,6,4,0
1629,1630,Australia,instagram,F,1,2,3,0,0,2.16,2.57,3.2,3.29,1.43,58.23,85.99,34.72,34.14,47.04,41,37,35,42,45,5,1,5,4,7,0
1630,1631,Asia,organic,M,1,2,4,-1,5,1.39,2.22,2.39,3.45,4.6,35.75,24.14,46.61,86.43,53.92,52,26,46,27,53,6,7,2,2,7,1
1631,1632,Australia,facebook,M,1,1,5,5,5,1.67,4.4,2.88,2.65,2.37,78.79,80.84,65.7,57.53,91.87,48,36,49,31,36,3,6,5,4,5,1
1632,1633,Asia,instagram,M,2,4,0,0,2,1.92,4.48,4.53,4.34,3.26,77.11,64.87,33.14,42.29,97.55,51,44,37,47,56,3,5,3,1,7,0
1633,1634,Europe,organic,M,3,0,3,5,5,3.19,3.82,2.32,2.77,2.63,95.34,57.25,29.78,23.89,22.95,58,27,44,40,51,6,7,4,1,3,1
1634,1635,Europe,facebook,F,2,4,5,0,3,4.5,4.92,1.09,1.02,2.25,72.43,29.93,51.88,35.08,75.27,53,50,20,45,38,3,5,3,2,3,0
1635,1636,South America,organic,F,0,1,0,2,6,3.45,2.71,3.33,3.95,2.33,66.47,96.97,99.91,92.33,83.68,43,45,43,53,60,7,3,7,3,3,0
1636,1637,Europe,instagram,F,5,2,4,4,5,2.78,4.39,3.56,2.1,3.05,86.02,37.64,73.36,93.91,85.97,60,51,45,55,32,1,6,1,7,6,1
1637,1638,Asia,organic,M,0,5,4,7,0,3.8,4.2,1.97,4.51,3.22,34.49,36.97,82.26,62.31,25.76,55,21,32,50,53,1,1,4,4,1,0
1638,1639,Australia,organic,F,5,3,3,2,5,4.53,3.21,2.75,1.61,4.89,68.39,85.61,77.19,28.98,35.92,30,24,32,28,54,7,3,2,4,3,1
1639,1640,Australia,youtube,M,2,2,0,6,2,2.67,4.25,3.02,3.22,3.97,38.93,27.97,22.14,35.97,58.73,37,29,32,44,50,7,4,7,3,4,0
1640,1641,Europe,google,M,0,5,4,5,5,3.52,1.47,4.0,2.61,1.28,80.49,80.25,70.34,37.59,89.09,42,28,48,21,41,3,3,7,2,2,1
1641,1642,North America,organic,M,3,1,0,1,5,3.52,3.67,3.97,4.34,4.53,73.24,58.56,85.85,56.53,40.48,42,53,56,44,38,3,3,7,6,3,0
1642,1643,North America,instagram,F,0,2,1,1,5,4.61,3.16,2.13,4.28,2.19,80.38,26.94,26.58,42.38,67.36,45,55,34,51,39,6,6,6,5,7,1
1643,1644,South America,instagram,M,5,0,1,5,0,4.93,1.02,3.61,2.34,4.23,82.0,21.62,38.57,41.71,56.97,47,29,42,35,30,7,7,6,6,7,0
1644,1645,Europe,facebook,M,2,5,0,0,5,3.51,3.55,3.57,3.32,1.19,41.88,53.31,42.35,72.78,54.75,58,28,56,54,33,5,1,4,7,3,0
1645,1646,South America,google,M,2,5,9,3,0,1.03,4.35,3.92,2.38,1.87,44.32,29.06,59.6,33.47,60.42,28,30,57,32,44,3,5,3,6,4,0
1646,1647,Australia,google,F,2,5,4,3,4,2.83,4.08,2.62,1.09,4.47,92.77,98.56,63.01,70.88,38.83,51,22,60,43,44,3,4,1,1,5,1
1647,1648,Australia,instagram,F,5,0,3,4,5,4.72,1.68,1.74,3.19,3.92,29.26,44.19,56.31,32.31,87.97,22,36,59,34,58,2,6,6,6,7,1
1648,1649,Asia,organic,F,4,4,0,0,0,2.7,3.48,4.89,1.94,3.08,20.47,54.66,24.32,83.4,92.09,34,28,49,55,27,3,4,3,7,1,0
1649,1650,North America,instagram,F,1,5,6,0,1,3.55,4.12,4.41,2.4,2.14,32.11,92.21,72.43,25.68,29.92,48,21,21,59,37,3,5,7,6,4,0
1650,1651,Asia,organic,M,4,5,0,3,0,4.81,4.61,4.73,1.72,1.94,97.99,24.28,91.09,80.4,74.28,34,48,58,60,22,3,4,2,1,5,0
1651,1652,South America,google,F,1,5,4,2,4,3.52,2.8,2.77,1.69,2.17,80.93,95.23,96.88,85.14,26.75,23,36,60,39,58,6,3,5,6,2,1
1652,1653,Australia,youtube,F,5,4,8,0,0,2.69,4.07,1.39,1.6,2.31,79.79,75.29,63.89,57.67,40.46,21,57,47,43,24,4,7,7,2,6,0
1653,1654,Australia,youtube,F,5,0,5,0,2,3.5,4.42,2.26,3.06,1.97,65.26,33.83,57.01,66.39,92.11,60,40,52,56,23,5,3,2,4,2,0
1654,1655,Europe,instagram,F,4,4,0,3,0,3.9,3.5,3.62,3.69,1.05,20.13,21.57,31.25,43.5,97.48,58,20,54,40,27,1,7,5,1,7,0
1655,1656,Europe,instagram,F,3,0,1,2,0,3.0,2.27,2.93,4.47,3.25,95.13,83.9,69.7,36.02,35.04,55,51,29,58,31,7,7,7,6,2,0
1656,1657,South America,organic,F,0,3,0,0,0,3.6,2.05,2.44,3.98,4.09,86.12,37.47,94.74,67.53,31.77,22,54,47,48,31,1,1,3,3,3,0
1657,1658,North America,youtube,M,0,5,4,1,4,4.13,1.44,1.28,3.58,3.85,48.92,38.38,58.56,51.47,97.1,21,25,24,25,43,3,7,1,3,2,0
1658,1659,South America,facebook,F,4,5,4,5,4,4.08,1.5,2.14,3.04,3.76,30.06,42.59,67.92,26.87,86.69,22,50,25,53,43,3,4,3,5,5,1
1659,1660,Europe,instagram,F,4,1,0,0,0,1.98,2.02,1.12,2.74,1.96,69.27,70.47,63.37,31.45,69.81,46,37,56,35,36,3,5,4,1,2,0
1660,1661,South America,instagram,F,4,0,1,5,5,1.43,3.7,1.94,3.73,2.3,96.13,75.79,63.21,73.18,75.27,38,43,23,60,29,6,2,6,1,3,1
1661,1662,Australia,facebook,M,5,5,2,0,0,2.67,1.65,1.43,3.48,3.29,98.66,44.54,20.74,96.52,22.35,56,30,56,49,57,2,5,3,2,5,0
1662,1663,Asia,google,M,1,4,0,4,0,1.61,3.34,3.09,3.53,1.48,35.27,23.43,92.76,68.31,80.09,47,53,56,22,48,7,6,5,2,1,0
1663,1664,North America,organic,F,5,4,1,3,0,2.28,3.41,2.23,4.04,2.56,95.87,82.22,73.36,32.31,78.64,37,48,43,40,50,5,6,3,4,5,1
1664,1665,South America,instagram,M,0,1,1,0,0,3.03,3.57,2.23,4.14,1.21,65.32,38.63,33.92,90.77,93.27,40,25,23,57,38,6,1,7,4,6,0
1665,1666,South America,instagram,F,3,1,5,-2,1,1.91,1.56,2.74,2.18,2.72,40.15,85.84,89.0,94.51,83.06,20,39,43,57,39,6,3,1,3,3,1
1666,1667,Europe,instagram,F,5,0,3,1,4,4.63,3.02,3.92,3.87,2.08,62.07,91.1,23.92,70.47,94.15,23,40,54,26,38,6,2,6,3,2,1
1667,1668,Australia,google,F,2,4,0,5,5,2.79,1.84,1.02,3.82,3.32,52.51,75.47,41.47,26.98,65.01,41,27,40,35,43,1,6,4,7,5,1
1668,1669,Australia,facebook,M,3,1,8,1,5,1.5,3.76,4.66,4.98,2.16,86.22,23.67,96.11,24.4,24.65,47,25,21,50,31,7,1,5,3,3,0
1669,1670,Asia,google,F,1,1,1,5,5,2.52,1.94,4.63,4.08,2.06,31.34,61.56,43.49,65.21,85.52,33,29,34,23,47,1,3,6,7,3,1
1670,1671,Europe,youtube,F,0,4,0,0,4,4.59,4.12,2.97,3.32,4.14,74.64,48.96,61.82,83.95,43.72,38,40,53,35,30,7,7,3,2,6,0
1671,1672,Australia,instagram,M,0,4,2,1,0,2.05,1.37,3.37,2.76,4.68,86.65,89.52,92.77,44.45,40.82,29,42,49,46,60,4,6,3,3,3,0
1672,1673,Europe,google,M,2,5,3,5,5,3.88,4.33,2.29,3.44,1.06,89.25,73.77,74.25,88.39,96.96,55,21,21,27,44,2,6,4,2,3,1
1673,1674,Asia,organic,M,2,3,1,0,0,2.03,3.69,4.29,4.63,3.16,38.02,97.5,31.57,66.02,95.56,40,47,54,57,44,6,5,5,1,7,0
1674,1675,North America,instagram,M,5,4,4,0,0,1.68,2.85,2.46,3.79,1.41,23.96,35.8,42.51,77.44,25.16,46,53,53,29,50,7,7,4,6,6,0
1675,1676,Asia,organic,F,4,0,4,5,5,1.47,2.53,1.9,3.17,1.51,98.04,44.35,30.09,49.62,44.28,39,37,52,44,47,5,1,5,3,6,1
1676,1677,Asia,google,M,1,5,5,0,1,4.63,2.95,1.62,1.18,1.15,76.54,35.63,35.79,84.56,66.38,57,22,40,50,60,7,1,4,1,7,0
1677,1678,North America,organic,M,2,2,4,5,5,2.25,3.46,1.11,3.08,2.53,84.68,61.94,89.59,64.99,32.91,33,41,57,22,53,1,6,6,6,1,1
1678,1679,Europe,instagram,F,5,0,2,5,5,2.56,2.67,3.96,3.74,4.32,41.88,24.72,23.92,22.8,24.28,37,35,30,53,53,7,2,7,1,1,1
1679,1680,Australia,instagram,M,2,3,0,2,0,3.53,4.84,2.39,1.79,1.06,78.2,47.09,33.32,84.65,58.68,50,27,36,35,56,6,2,5,3,7,1
1680,1681,South America,facebook,M,2,0,0,0,0,4.71,1.78,4.47,3.88,4.14,94.62,81.33,67.33,76.34,31.02,38,30,57,38,55,6,6,2,1,7,0
1681,1682,South America,organic,F,4,5,2,1,0,4.19,1.35,2.1,1.46,2.78,54.79,54.64,94.29,69.47,35.61,45,59,44,35,56,1,4,6,6,5,0
1682,1683,North America,organic,F,1,1,4,5,2,1.83,2.45,2.36,1.32,4.63,86.26,98.44,50.92,81.97,81.75,32,49,30,35,54,4,2,4,1,6,1
1683,1684,Asia,youtube,F,1,0,4,5,5,1.01,4.37,2.92,3.51,3.77,46.63,21.52,64.09,50.54,85.81,23,21,34,54,36,5,1,5,4,2,1
1684,1685,South America,google,F,3,0,1,5,2,1.78,1.85,4.0,3.2,3.32,83.25,23.47,33.87,61.33,52.12,28,55,53,55,25,5,4,6,4,3,1
1685,1686,South America,facebook,F,1,3,4,3,4,4.61,1.67,2.26,1.55,1.96,31.0,96.18,42.11,49.76,63.55,40,35,23,55,27,2,2,6,1,2,0
1686,1687,Europe,youtube,M,1,2,4,0,2,3.91,3.38,4.29,2.31,3.28,92.18,70.78,94.64,64.84,31.26,55,37,53,42,42,2,1,3,3,4,0
1687,1688,Australia,youtube,F,2,0,2,1,7,3.28,2.06,4.37,1.31,3.28,28.94,92.12,80.88,72.55,72.71,60,52,28,46,39,1,5,5,5,2,0
1688,1689,Europe,instagram,F,0,4,3,2,5,1.92,4.58,3.41,1.64,3.37,76.31,72.51,91.55,72.03,62.05,49,33,22,34,58,5,3,2,6,3,1
1689,1690,North America,instagram,F,5,1,5,-1,5,4.21,3.65,3.93,4.51,4.06,24.04,38.75,85.19,25.16,35.44,28,39,47,29,58,7,6,4,1,1,1
1690,1691,South America,youtube,M,5,3,0,0,1,2.72,1.99,1.21,4.55,1.67,52.81,36.5,50.55,52.35,42.56,33,50,60,53,28,5,6,3,3,2,0
1691,1692,North America,youtube,M,1,4,2,1,5,4.58,3.48,2.11,4.26,3.81,20.61,83.13,21.17,85.42,79.19,60,30,53,26,23,7,7,2,6,2,1
1692,1693,South America,google,M,3,3,4,0,0,2.86,2.01,3.41,4.72,2.58,74.13,69.91,93.84,40.08,25.69,40,21,47,40,26,3,2,3,7,5,0
1693,1694,South America,instagram,M,5,5,0,5,5,4.85,4.83,3.27,4.48,3.89,66.04,39.84,63.84,22.3,40.2,23,39,51,58,37,4,3,3,7,3,1
1694,1695,South America,facebook,F,2,1,0,1,4,4.62,3.16,2.09,3.85,2.04,39.71,45.94,97.89,34.44,86.59,27,32,48,46,41,6,1,7,3,3,0
1695,1696,Europe,facebook,F,4,2,0,3,5,1.23,3.51,3.95,1.18,1.61,23.83,27.08,86.4,58.29,46.28,36,49,49,58,23,4,6,2,3,4,0
1696,1697,South America,youtube,F,1,4,3,5,5,4.57,2.92,4.2,3.02,4.18,91.69,93.61,66.99,37.91,82.24,25,20,22,44,59,6,6,2,5,2,1
1697,1698,Asia,youtube,F,2,5,0,0,7,1.53,4.66,1.24,3.11,3.7,91.94,28.09,61.95,48.31,71.27,43,47,47,58,39,4,3,4,5,2,0
1698,1699,Asia,organic,F,5,3,0,5,4,3.84,3.74,1.14,3.4,3.17,90.92,81.41,52.42,26.32,21.29,31,54,23,27,48,5,6,4,3,6,0
1699,1700,South America,instagram,F,2,4,9,0,5,3.89,1.93,1.46,3.42,1.72,59.62,59.64,42.12,90.53,41.18,44,49,35,36,24,5,2,5,3,7,0
1700,1701,North America,google,F,4,0,6,5,0,3.78,3.71,4.59,2.93,4.91,33.59,93.16,91.37,91.92,75.85,37,44,46,42,26,7,3,6,2,3,0
1701,1702,North America,google,F,3,5,1,0,0,3.59,3.11,3.99,4.89,3.06,56.62,75.41,56.08,81.47,77.68,40,35,32,44,41,3,7,7,4,2,0
1702,1703,Europe,organic,F,1,2,1,0,0,1.19,2.49,2.98,3.02,3.29,59.58,55.76,89.51,70.37,20.27,25,58,24,22,55,4,7,3,4,7,0
1703,1704,Asia,instagram,F,2,1,3,-3,1,3.26,2.52,2.82,2.63,1.33,55.72,31.09,64.6,59.23,64.3,21,57,52,24,51,5,3,1,1,3,1
1704,1705,Asia,google,M,2,2,1,-1,3,2.66,1.41,3.6,1.34,1.08,37.05,29.74,83.68,45.05,83.61,25,55,32,46,45,5,1,3,7,3,1
1705,1706,Australia,instagram,M,1,1,5,8,2,1.33,1.42,3.29,2.34,4.51,65.35,48.9,71.13,54.4,98.35,59,32,32,36,42,1,4,1,1,7,0
1706,1707,Australia,youtube,F,4,2,2,5,5,4.76,2.18,2.39,2.5,1.53,37.57,83.71,54.37,64.97,49.83,32,59,45,30,55,1,1,5,7,2,1
1707,1708,Australia,google,F,3,3,0,0,0,2.42,4.96,3.52,1.79,3.85,47.45,66.37,20.52,99.91,29.44,33,54,44,45,46,3,7,6,3,6,0
1708,1709,Australia,facebook,M,4,1,5,0,2,3.12,2.08,1.37,2.51,3.93,29.13,74.23,96.8,34.16,81.57,27,20,44,39,44,3,7,1,6,3,0
1709,1710,Asia,youtube,F,5,3,2,0,0,4.87,4.71,4.35,4.77,1.35,97.76,44.09,97.71,55.24,34.69,54,40,60,38,56,3,4,6,5,7,0
1710,1711,North America,google,F,4,2,0,4,1,1.83,3.08,1.61,2.6,3.71,87.4,37.06,57.08,92.26,82.34,47,53,48,35,58,2,7,5,7,4,0
1711,1712,South America,instagram,F,3,0,4,4,3,3.26,3.88,1.09,3.07,4.41,23.69,89.84,95.71,34.85,97.38,27,21,60,51,43,2,7,3,3,3,0
1712,1713,Asia,instagram,F,3,2,0,5,0,1.8,1.89,3.38,2.25,4.52,48.65,40.09,48.45,82.82,53.93,60,36,29,55,45,2,5,4,7,1,1
1713,1714,Asia,organic,F,2,0,5,4,5,1.63,4.29,2.69,3.76,3.95,27.01,79.42,87.68,23.46,85.66,30,43,20,32,39,3,1,2,2,2,1
1714,1715,Asia,facebook,F,0,0,3,0,1,3.5,4.84,2.69,2.01,3.07,99.7,28.44,58.59,26.12,42.31,45,56,52,22,24,3,6,2,2,4,0
1715,1716,Asia,instagram,F,4,5,5,3,0,2.62,1.74,1.48,1.72,2.02,54.72,29.02,86.43,63.97,72.36,24,28,49,42,47,7,2,2,2,5,0
1716,1717,Asia,google,F,1,3,0,0,0,4.02,2.0,3.19,4.4,3.34,55.0,49.67,33.7,45.4,95.62,21,49,54,42,22,5,6,5,1,7,0
1717,1718,Europe,google,F,2,2,5,-1,5,1.69,4.85,1.72,2.26,3.86,22.36,79.34,94.25,67.71,32.88,26,33,28,54,39,4,1,2,2,3,1
1718,1719,North America,google,M,1,0,6,0,3,2.86,2.19,2.65,1.98,4.64,85.4,27.34,45.25,42.11,59.91,45,51,41,29,34,7,1,2,4,5,0
1719,1720,Asia,youtube,F,1,2,0,5,5,1.26,2.94,1.97,1.85,1.83,50.47,38.85,29.97,89.01,65.51,59,21,20,58,38,3,6,5,1,7,1
1720,1721,Asia,google,M,5,1,5,5,2,3.47,2.72,4.91,4.87,4.12,94.28,66.47,94.24,93.37,76.8,55,46,60,27,40,6,4,7,7,4,1
1721,1722,North America,instagram,M,2,2,4,0,5,3.98,4.14,4.25,3.71,2.58,43.36,93.34,20.99,55.85,81.73,59,53,34,52,47,7,7,3,2,4,1
1722,1723,North America,facebook,F,1,1,4,1,2,4.76,3.99,2.02,1.5,1.1,62.8,51.22,91.68,20.91,79.55,37,60,27,56,30,1,5,3,2,1,0
1723,1724,Europe,organic,M,0,2,0,6,3,2.52,1.5,3.59,3.09,4.26,45.5,96.86,40.65,99.65,93.49,38,24,53,34,37,4,6,1,5,2,0
1724,1725,Europe,instagram,M,0,5,2,5,5,4.03,1.65,3.57,1.63,3.45,32.85,45.27,33.01,87.74,86.15,36,51,34,45,30,3,7,7,1,2,1
1725,1726,Europe,youtube,M,1,0,0,5,5,2.06,1.02,2.68,3.91,3.26,38.35,83.1,84.13,31.19,44.46,54,37,50,26,48,1,4,3,7,4,1
1726,1727,North America,organic,M,4,4,0,1,0,3.16,3.86,1.52,4.84,4.36,67.3,40.82,48.79,31.97,40.49,22,48,60,44,23,2,6,2,2,6,0
1727,1728,Europe,facebook,F,3,4,1,5,5,4.83,1.22,2.37,1.24,3.99,51.89,25.9,41.8,41.51,66.66,21,24,45,24,56,1,6,4,2,5,1
1728,1729,Asia,instagram,M,5,4,2,4,5,2.5,2.28,3.57,3.13,1.05,68.7,61.89,75.48,34.67,22.22,23,44,27,49,55,4,5,1,5,2,1
